new/used,name,milage,price,id,drive mode,fuel consumption,fuel type,accident history,clean title,one owner?,personal use,factory recall
Honda Certified,2020 Honda Ridgeline ," 26,331 mi.","$38,845",c40abb05-dde9-4532-a314-8016a1abce38,–,– ,– ,"More than 12 months or 12,000 miles from their original in-service date, with 80,000 miles or fewer at time of vehicle delivery.","5 years/86,000 miles","7 years/100,000 miles","

          182-point inspection

",Yes
Honda Certified,2020 Honda CR-V ," 40,360 mi.","$32,545",0e6464f9-52c7-4162-adc7-be08c3542ea3,–,– ,– ,"More than 12 months or 12,000 miles from their original in-service date, with 80,000 miles or fewer at time of vehicle delivery.","5 years/86,000 miles","7 years/100,000 miles","

          182-point inspection

",Yes
,,,,2cf0e9ba-ac0a-4e02-92ed-f99dccd3674b,,,,,,,,
Subaru Certified,2023 Subaru Forester Limited," 12,578 mi.","$36,995",bf94326c-a956-4621-9457-50de7d4ee3f3,–,– ,– ,"5 years/80,000 miles",Coverage available for purchase,"7 years/100,000",152-point inspection,Yes
Subaru Certified,2020 Subaru Outback Limited," 22,991 mi.","$29,995",d2893364-b476-4a99-91b7-a897a0c1ca35,–,– ,– ,"5 years/80,000 miles",Coverage available for purchase,"7 years/100,000",152-point inspection,Yes
Subaru Certified,2020 Subaru Impreza Premium," 21,483 mi.","$23,995",3d91a22c-3e1c-432e-803d-e34f9d2667f4,–,– ,– ,"5 years/80,000 miles",Coverage available for purchase,"7 years/100,000",152-point inspection,Yes
Used,2015 Chevrolet Suburban 1500 LTZ," 114,000 mi.","$21,000",44f071ee-d64b-4591-b948-d0aa89954180,,,,At least 1 accident or damage reported,Yes,No,Yes,
Used,2021 Chevrolet Bolt EV FWD Premier," 4,352 mi.","$19,950",a7ce2b7c-68e0-4d43-85ae-a083514ec867,,,,None reported,Yes,Yes,No,
Used,2022 Chevrolet Silverado 1500 ZR2," 5,441 mi.","$63,500",85037b75-5588-4b45-bffc-b2268b089bb2,14–17,Four-wheel Drive ,Gasoline ,None reported,No,Yes,No,
Used,2020 GMC Sierra 1500 Elevation," 10,707 mi.","$39,500",ce4c35a8-09c6-4afe-a67c-8e954680a11c,19–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2016 Chevrolet Silverado 1500 2LT," 79,415 mi.","$27,250",75923ece-d317-4b25-951e-0b48ff98923c,16–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,1988 Chevrolet Blazer Base, 0 mi.,"$49,500",c6da2d9c-cbf5-4cd6-baea-0413cfd03310
Used,2022 Chevrolet Silverado 1500 WT, 0 mi.,"$27,995",69bd7b1d-96cc-4d40-90f6-fda69b4923eb,16–21,Rear-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Chevrolet Bolt EV FWD LT," 18,563 mi.","$17,750",9d37fe06-d72b-43f6-9d63-9785c18a5dfe,,,,None reported,Yes,Yes,Yes,
,,,,740186c0-fbad-4004-8344-47278bee483d,,,,,,,,
Used,2021 Chevrolet Blazer 2LT," 46,918 mi.","$26,950",04820fe3-aefe-445a-b0b4-e092a534e54b,19–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,
Used,2021 Chevrolet Spark 1LT," 59,397 mi.","$14,500",160eeb13-c8fb-4128-b15a-aa607878c76c,30–38,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
,,,,78583f4f-a49d-4e17-bff5-a0710a1aba18,,,,,,,,
Used,2020 Chevrolet Bolt EV FWD LT," 14,159 mi.","$16,950",d967bedd-f17b-44b7-bd86-e592243c0601,,,,None reported,No,Yes,No,
Used,2021 Ford Bronco Sport Big Bend, 0 mi.,"$32,950",04aa5358-caac-4952-af79-ea2d2f63ca91,25–28,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,No,No,No,
Used,2014 Chevrolet Silverado 1500 2LT," 118,717 mi.","$20,950",ad2be824-9c81-428f-80f2-32ba737ef4b9,16–22,Four-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2021 Chevrolet Spark 1LT," 57,362 mi.","$14,500",d90d01bd-2acd-40d4-9a00-e79fdd9e096c,30–38,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,
Used,2021 Chevrolet Spark 1LT," 61,811 mi.","$14,250",68e66d7a-0db6-4c8f-b3f1-995763a5ba40,30–38,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,Yes,
,,,,8baaa7b4-6856-4c07-98dc-2647d8c70682,,,,,,,,
Used,2017 Kia Optima LX," 100,078 mi.","$12,750",b18d67ba-1cd9-4d14-abc5-b0900d6e3cb8,25–36,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,No,No,At least 1 open recall reported
Used,2021 Chevrolet Spark 1LT," 58,559 mi.","$14,950",e26fb7e0-595c-47be-985d-3ff40ad411cc,30–38,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,Yes,Yes,No,
Used,2019 Chevrolet Silverado 1500 LT Trail Boss," 59,894 mi.","$35,000",cf731662-1255-4847-81ac-70ac8c0c2f0f,15–18,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2018 Chevrolet Colorado Z71," 47,677 mi.","$29,500",3930e74b-d511-4050-aa88-43169c9c3e26,17–24,Four-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2021 Chevrolet Trax LT," 59,401 mi.","$18,950",de41e5ef-a2d1-4824-863c-87715b5a4605,24–29,All-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
Used,2018 Ford F-150 XL," 94,012 mi.","$24,950",b69f2836-5315-4bad-b5a6-94fb1c23443a,16–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2021 Chevrolet Spark 1LT," 57,181 mi.","$14,500",b906fdfd-6792-4237-b7fe-df04bf3bda88,30–38,Front-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
,,,,74b79010-9624-4518-b523-aa0a0602fbd0,,,,,,,,
Used,2020 Chevrolet Silverado 1500 LT Trail Boss," 58,428 mi.","$40,750",52cffb9f-5ff0-4097-a08a-d0cecdbaebc7,16–21,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Ford F-150 Lariat," 97,180 mi.","$31,500",49c574a7-2d19-4c48-a2f4-659ff2de2715,18–23,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,At least 1 open recall reported
Used,2023 Hyundai Palisade Calligraphy," 8,999 mi.","$47,890",5b5b628e-76cf-49a5-909b-ce982334d9a2,19–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Cadillac Escalade Luxury," 117,940 mi.","$32,990",03fbac39-f88b-4b8a-ac0e-990205087a15,14–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
GMC Certified,2022 GMC Sierra 1500 SLT," 26,442 mi.","$48,300",03b68b2e-0383-44fa-a8df-a4a194a66334,16–21,Rear-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
GMC Certified,2020 GMC Sierra 2500 Denali," 66,447 mi.","$58,219",b018dd84-7b49-491e-993b-3b5f4cd7720a,–,Four-wheel Drive ,Diesel ,None reported,,No,Yes,
,,,,acacd879-6a9d-450b-95fc-c5fef44e8e7e,,,,,,,,
Used,1988 Pontiac Fiero GT," 3,301 mi.","$26,500",c4c858ec-8f2e-4ba0-8d46-1d972c1729e7
Used,2021 Volvo XC90 T6 Inscription 6 Passenger," 33,100 mi.","$43,988",c3713049-4943-42b3-8c79-f62844421d66,19–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Hyundai Sonata Hybrid Limited," 51,048 mi.","$15,500",c445741c-a606-4ef8-bf51-fb751b268334,38–43,Front-wheel Drive ,Hybrid ,At least 1 accident or damage reported,,Yes,Yes,
Used,2022 Ford F-150 XLT," 29,580 mi.","$41,118",c7125ad1-d165-4686-9b27-3c53301cbf46,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
,,,,d21ac25a-ed78-4911-9831-da867411e993,,,,,,,,
Used,2023 Porsche 911 Carrera T," 4,799 mi.","$155,995",f5001c18-2227-4952-804f-4c8b0fdcaa75,–,Rear-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Lexus ES 300h 300H," 29,192 mi.","$31,524",f291e3c1-bd0d-4049-82c3-9c0aa9edc7b4,43–45,Front-wheel Drive ,Hybrid ,None reported,,Yes,Yes,
Used,2020 Toyota RAV4 XLE Premium," 104,475 mi.","$20,995",db42ce5d-560b-4009-bb5e-f80e36960dfa,28–35,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Porsche Panamera 4S," 27,598 mi.","$74,966",07b48bf9-e54e-4a2b-8f5c-b1ae271051bf,18–26,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2021 Toyota Avalon Hybrid Limited," 61,790 mi.","$30,369",06ce9dc2-7343-4139-b704-8670b152338e,43–43,Front-wheel Drive ,Hybrid ,None reported,,No,Yes,
Used,1997 Chevrolet Camaro Z28," 47,730 mi.","$12,500",0dc8152a-a50d-4939-b293-6d2a40f2c1f9,–,Rear-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
,,,,80ea46e0-b6a6-47ba-b311-98cc36fdd889,,,,,,,,
Used,2005 Toyota 4Runner Limited," 204,600 mi.","$7,900",085bdd91-5e4e-4cfb-854a-96f7f16b0ef5,16–19,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 Cadillac Escalade Luxury," 81,974 mi.","$40,371",0ae37521-a974-4d9d-9a4a-384188f1bfd3,14–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2016 Ford Fiesta SE," 114,255 mi.","$10,998",27f2d674-7ff4-4e73-8768-5fb86619e72d,28–36,Front-wheel Drive ,Gasoline ,None reported,Yes,No,Yes,
Used,2002 Chevrolet Corvette Base," 22,437 mi.","$20,997",23e78c53-b57c-47fe-b6e0-bde76b615a80,–,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
,,,,2867c022-67fd-4e85-b006-9ffc63f51b2e,,,,,,,,
Used,2016 Porsche Cayman Black Edition," 39,678 mi.","$42,988",2b1749f0-276c-47d2-88ec-8406611e2cdd,–,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2019 Land Rover Range Rover 5.0L V8 Supercharged," 56,225 mi.","$54,578",3b916deb-a731-491c-b7a0-44f177eef253,16–21,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Lexus GX 460 Base," 49,399 mi.","$44,087",3cb562fd-7dd8-4b72-b71f-aeb59e2daa97,15–19,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,
,,,,52080e0c-d359-465f-af1c-53f4beb381ec,,,,,,,,
Used,2023 Land Rover Range Rover First Edition," 10,202 mi.","$175,865",54b52122-08e1-4ce9-aee0-3415466f1d27,16–21,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2014 INFINITI Q50 Sport," 155,609 mi.","$13,415",58e7a731-b44c-4a3a-ba13-d7120aef7402,19–27,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2014 Cadillac ATS 2.0L Turbo," 85,463 mi.","$13,343",5814d862-b151-4d64-9dfe-f89e3fb505a7,20–29,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Lexus RC 350 F Sport," 44,616 mi.","$35,400",58017dc9-713c-44d5-ad9d-7cd6d26804dd,20–28,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2023 Toyota 4Runner TRD Pro," 11,959 mi.","$54,987",ae7783d6-7db0-4f39-879a-7ccd32a6c4b6,16–19,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Alfa Romeo Stelvio Quadrifoglio," 31,993 mi.","$41,995",f1f44110-d906-4435-93a7-9fc10ae77b19,17–23,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
,,,,f8dac9e4-6ad4-4167-b8fc-31486af80ee2,,,,,,,,
,,,,eb32b7c8-3b54-4403-b5fa-334a61bb9a1c,,,,,,,,
Used,2022 Lexus IS 350 F Sport," 14,348 mi.","$39,531",f2f2f96d-a5e3-42bd-b8e6-d376c07066bf,–,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2010 Honda Accord 2.4 LX," 175,542 mi.","$7,500",b4dd2ed4-c90b-400a-b024-07dae863351a,21–31,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2013 Ford Taurus SHO," 112,799 mi.","$11,800",04f561da-299a-4086-952e-65fd9c0e9453,17–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Acura Certified,2022 Acura MDX Technology," 25,914 mi.","$46,325",7d5d204d-3106-4d56-aae2-cdc01747cb65,19–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Honda Civic Sport," 49,208 mi.","$17,000",149ef99b-1bc5-46d9-a89e-8f98e7097c7a,29–36,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2014 Chevrolet Silverado 1500 LT," 146,798 mi.","$19,988",5feb4f49-99a7-4e1d-82a0-ad51772642d9,–,Four-wheel Drive ,E85 Flex Fuel ,None reported,,No,Yes,
Used,2022 Mitsubishi Outlander ES," 38,668 mi.","$27,998",d9743908-42f3-436a-b124-2d9b0af11c1e,24–30,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,At least 1 open recall reported
Used,2015 GMC Canyon SLT," 102,878 mi.","$23,351",9e642560-20d0-4664-90fe-e2fecc623711,17–24,Four-wheel Drive ,Gasoline ,None reported,,No,No,
,,,,975901c4-bac2-4a7e-9d21-9788413e0d3e,,,,,,,,
Used,2010 Cadillac Escalade ESV Platinum Edition," 187,783 mi.","$9,995",9f9728af-684c-49df-9314-e92ce0e8e9f5,14–20,Rear-wheel Drive ,E85 Flex Fuel ,None reported,,No,Yes,At least 1 open recall reported
Used,2016 Toyota 4Runner Trail," 100,889 mi.","$27,250",a023139a-d064-4bd4-ab24-651176efb201,17–21,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Porsche Cayenne S," 55,349 mi.","$57,777",a286ffd1-2d5e-4a4d-8cf2-fc7089803234,18–22,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2023 Tesla Model 3 Base," 5,402 mi.","$32,919",a32808da-5110-47b0-b50a-d4a100e6e3fb,,,,At least 1 accident or damage reported,,Yes,No,
Used,2017 Honda Ridgeline RTL," 51,567 mi.","$21,732",af7f2039-9a59-4e97-b34e-48f45437597a,19–26,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,At least 1 open recall reported
,,,,ae0789ec-fab1-4464-a689-62c1e7c88398,,,,,,,,
Used,2003 Ford F-350 XLT," 87,240 mi.","$17,887",b2e8e0fa-7a4d-4119-b948-5b828c819ace,–,Four-wheel Drive ,Diesel ,At least 1 accident or damage reported,Yes,Yes,Yes,
Toyota Certified,2023 Toyota Prius XLE," 9,382 mi.","$34,988",a14988e4-88d7-4687-85f1-188a0f7b87be,52–52,Front-wheel Drive ,Hybrid ,None reported,,Yes,Yes,
,,,,7063d57e-9ce4-4fb3-bcce-4807cc30cbf2,,,,,,,,
Toyota Certified,2021 Toyota Venza XLE," 39,358 mi.","$31,973",b8abf750-fac5-48c7-ace5-61190439079b,40–37,All-wheel Drive ,Hybrid ,None reported,,Yes,Yes,
Used,2023 Jeep Grand Cherokee L Summit," 5,516 mi.","$56,228",bae98ee2-17db-447b-a737-f933e5f56e6f,18–25,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Mazda CX-3 Grand Touring," 67,999 mi.","$16,990",bc38e08b-44b6-466c-b76b-3a5e0fa9dc67,29–34,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2019 Porsche Cayenne E-Hybrid Base," 50,389 mi.","$49,999",39097b05-902f-4dc0-a565-c215cf6beabe,–,All-wheel Drive ,Hybrid ,None reported,,Yes,Yes,
Used,2018 Volvo XC90 T6 Inscription," 46,958 mi.","$30,995",b7001b66-207b-4e19-8e6a-e75904d4015a,20–27,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,32ba18bf-1b39-40e7-8c00-2f5f78fadacb,,,,,,,,
Used,2022 Toyota Tundra SR5," 40,289 mi.","$44,998",34d6196a-7694-4fdb-863f-1a992138f7d3,17–22,Four-wheel Drive ,Gasoline ,None reported,Yes,Yes,No,At least 1 open recall reported
Used,2021 GMC Sierra 1500 Denali," 78,200 mi.","$44,975",28551c8f-b9f2-4cd2-918a-4a5688802305,16–22,Four-wheel Drive ,Diesel ,None reported,,No,Yes,
Mercedes-Benz Certified,2022 Mercedes-Benz AMG GLB 35 Base," 12,893 mi.","$46,996",1e67887a-ec9b-4354-b230-dd4e4c73e35c,20–27,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Mercedes-Benz E-Class E 300 4MATIC," 26,944 mi.","$29,990",22a696a1-16f8-43e6-8c8e-149717826a81,21–29,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
,,,,27bfa979-b1dd-453a-a9a5-c8c642f50a60,,,,,,,,
Used,2012 Lexus IS-F Base," 26,148 mi.","$45,995",28450054-a7d6-4adb-8656-211793719dca,16–23,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
Acura Certified,2023 Acura Integra A-Spec," 5,366 mi.","$29,500",aa377a1b-d897-4d72-8215-86c5b4db4bc3,29–36,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
GMC Certified,2022 GMC Sierra 1500 Denali Ultimate," 16,664 mi.","$71,000",ad536955-de21-4456-b801-f194692213ed,22–26,Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
,,,,b019a79f-545c-4057-88a3-029973c330fd,,,,,,,,
Used,2022 Acura TLX A-Spec," 31,550 mi.","$35,478",ad876ff8-beeb-4550-8bec-2501278efd79,21–29,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Acura MDX 3.5L," 31,792 mi.","$28,907",aa7e33a1-d8ff-45ec-84ad-e4f7fdb17dae,19–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
,,,,ec76137d-7953-4f79-a267-5ee5e82f4d6a,,,,,,,,
Used,2021 Ford EcoSport Titanium," 62,654 mi.","$17,995",face574e-fe87-4f2c-8af0-ff456d3d8a82,23–29,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,1989 Porsche 911 Speedster," 3,037 mi.","$239,985",f002a39b-57fc-445e-a5a6-2984ae34cc53
Used,2000 BMW 528 i," 99,683 mi.","$7,995",fe89eefc-f805-434a-b12b-1bf1462e58a7,18–26,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
BMW Certified,2021 BMW M340 i xDrive," 20,077 mi.","$51,971",fd761d47-24bb-4811-8cf2-e189fca98641,22–31,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,fec871a1-8e00-401e-ac1c-b77b898afe43,,,,,,,,
Used,2022 Audi Q5 45 S line Prestige," 26,916 mi.","$45,500",c6a6daf9-97db-4796-a63a-1e0d96aabeeb,23–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Toyota Tundra SR5," 45,246 mi.","$36,861",bf4ccef4-5553-445c-a8c0-55439e744a95,13–17,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,No,
Used,2017 Porsche Cayenne Platinum Edition," 77,739 mi.","$27,999",d1c97dae-22c7-452a-90f1-c6d7c3d6ceb7,"17–0
",All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2012 Ford F-150 Lariat," 166,952 mi.","$12,950",1e0c76ec-26b3-4b17-88d4-abd142d3e2f7,14–19,Four-wheel Drive ,E85 Flex Fuel ,None reported,,No,Yes,
Porsche Certified,2022 Porsche Taycan Cross Turismo 4," 24,605 mi.","$82,990",19ab7969-8a3f-41c3-939c-9beaf746cecd,,,,None reported,,Yes,Yes,At least 1 open recall reported
,,,,1c34c2e4-5c14-4029-8c60-bc92073e36fd,,,,,,,,
Used,2016 Chevrolet Corvette Stingray," 19,099 mi.","$44,999",1a4188ea-54b8-4639-ae59-6117ba37db78,17–29,Rear-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2022 BMW 330 xDrive," 33,134 mi.","$29,962",1a53e51d-63a2-4cb3-a9e0-eabfd253a61d,25–34,All-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2006 Chevrolet Corvette Base," 49,919 mi.","$23,899",04f57846-bf9e-4971-b060-737dc7b789a2,–,Rear-wheel Drive ,Gasoline ,None reported,Yes,Yes,Yes,
Used,2020 Land Rover Range Rover HSE," 33,998 mi.","$66,444",0f577a21-6e13-4f6a-9b46-1fc7265ea893,19–24,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2021 Toyota Avalon TRD," 30,218 mi.","$32,256",121af70d-b5cc-4a9b-beb6-368f83a1bb06,21–30,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2015 Toyota Camry SE," 126,082 mi.","$12,370",1d6c96fe-f5fb-4be3-bda1-43b69a8273f3,25–35,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2015 Lamborghini Aventador LP700-4," 3,568 mi.","$374,500",a47004d4-4ec3-4ece-bd71-78de55a961dc,10–16,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2002 Lexus SC 430 ," 53,248 mi.","$16,770",2b37f54a-83b8-45ed-a2e4-e099c5febef5,18–23,Rear-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2021 Tesla Model X Long Range Plus," 61,299 mi.","$54,545",66630d0f-1d61-44aa-8c14-e86abdd5cb86,,,,At least 1 accident or damage reported,,Yes,Yes,
Used,2015 Toyota Sienna LE," 110,594 mi.","$16,995",ff04b87e-b404-43f5-b655-2d698ed70aff,18–25,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2023 Ford F-150 Lariat," 15,720 mi.","$53,591",ced62c1f-5e00-441e-90d8-68c3144d34cd,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2023 GMC Yukon AT4," 17,082 mi.","$72,984",40724c76-76f2-471c-bab2-a5e28a4edc3a,15–20,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,31b16f19-029b-41d2-a7a7-c59280199589,,,,,,,,
,,,,ab03468c-1eff-435b-bcbb-1832fefef886,,,,,,,,
Used,2014 Toyota Prius Plug-in ," 60,075 mi.","$17,998",3cdffa9c-b168-4832-ae6b-319def2e719b,–,Front-wheel Drive ,Hybrid ,At least 1 accident or damage reported,Yes,No,No,
